,doch,jedoch,aber,andererseits,allerdings,hingegen
market),0,0,1,0,0,0
market-making,0,0,0,0,1,0
market;,0,0,1,0,0,0
marketing,1,0,2,0,0,0
marketplace,0,1,0,0,0,0
markets,8,5,14,1,0,0
markov,0,0,1,0,0,0
marks,0,1,0,0,0,1
marpol,0,1,0,0,0,0
marriages,0,0,1,0,0,0
married,0,0,1,0,0,0
marseilles,1,0,0,0,0,0
marshal,0,0,1,0,0,0
marshall,0,0,1,0,0,0
martens,0,0,0,0,1,0
martin,0,1,0,0,0,0
martini,0,0,1,0,0,0
martinique,0,0,1,0,0,0
marvellous,0,0,1,0,0,0
marx,1,0,2,0,0,0
marín,0,0,1,0,0,0
mask,1,0,0,0,0,0
masks,0,1,0,0,0,0
mass,1,1,3,1,0,0
massaging,0,0,1,0,0,0
massive,0,1,1,1,0,0
mast,1,0,0,0,0,0
master,0,0,1,0,0,0
match,0,0,3,0,0,0
matched,0,0,1,0,0,0
matches,0,0,1,0,0,0
material,0,1,5,0,1,0
materialise,0,1,1,0,2,0
materials,0,1,1,0,0,0
maternity,0,3,1,0,0,0
matsakis,0,0,1,0,0,0
matter,28,14,53,1,4,0
matters,13,10,23,0,2,0
mauritanian,0,1,0,0,0,0
maximum,0,0,3,0,0,0
may,13,55,111,1,15,0
maybe,2,0,11,0,0,0
maybes,0,0,1,0,0,0
mayor,1,0,0,0,0,0
maňka,1,0,0,0,0,0
mccreevy,0,0,1,0,0,1
mcgowan,0,0,1,0,0,0
mckenna,0,0,1,0,0,0
mcmillan-scott,0,0,1,0,0,0
mdg,0,0,1,0,0,0
me,34,63,105,0,23,0
meagre,1,0,0,0,0,0
meal,0,0,0,1,0,0
mean,12,28,27,1,7,0
meaning,1,2,0,0,0,0
meaningless,0,2,1,0,0,0
means,19,44,98,5,11,2
meant,1,3,7,0,1,0
meantime,0,11,7,0,4,0
meantime),1,0,0,0,0,0
meanwhile,4,0,3,3,0,2
measure,7,13,7,0,1,0
measured,0,1,2,0,0,0
measurement,0,0,1,0,0,0
measurements,0,1,0,0,0,0
measures,19,37,39,6,5,0
measuring,0,1,1,0,0,0
meat,0,1,5,0,0,0
mechanism,1,2,3,0,0,0
mechanism',0,0,1,0,0,0
mechanism;,0,0,1,0,0,0
mechanisms,1,2,2,0,1,0
med,0,0,1,0,0,0
meda,0,1,2,1,0,0
media,4,1,8,0,0,1
mediator,0,1,0,0,0,0
medical,0,0,3,0,0,0
medicinal,1,1,1,0,0,0
medicine,0,2,0,0,0,0
medicines,0,2,6,1,0,0
mediocre,0,0,1,0,0,0
mediocrity,0,0,1,0,0,0
mediterranean,1,3,8,0,3,0
medium,1,2,3,0,0,0
medium-sized,1,2,4,0,0,0
medium-term,1,0,1,0,0,0
meet,3,6,4,0,0,0
meeting,2,2,4,1,1,1
meetings,0,1,2,1,0,0
meets,1,3,2,0,0,0
melancholy,0,0,1,0,0,0
melchior,0,0,1,0,0,0
melo,0,0,1,0,0,0
meltdown,0,0,1,0,0,0
member,51,68,123,7,19,3
member;,1,0,0,0,0,0
members,14,14,52,1,3,1
members',0,0,2,0,1,0
membership,1,2,7,1,0,0
membership;,0,0,1,0,0,0
memories,0,0,1,0,0,0
memory,0,0,2,0,0,0
men,3,1,11,1,0,0
men;,0,0,1,0,0,0
menace,1,0,0,0,0,0
mental,0,1,2,0,0,0
mentality,1,0,0,0,0,0
mention,4,12,19,0,3,1
mentioned,6,10,26,0,3,0
mentioned;,0,0,1,0,0,0
mentioning,0,1,1,0,1,0
mentions,1,2,0,0,0,0
menu,0,0,1,0,0,0
mep,0,0,3,0,0,0
meps,1,4,5,0,1,0
merchants,1,0,0,0,0,0
mercosur,0,0,1,0,0,0
mercury,0,1,1,0,0,0
mere,0,2,5,0,0,0
merely,3,6,6,0,3,0
merge,0,0,1,0,1,0
merger,0,0,1,0,0,0
mergers,0,1,0,0,0,0
merit,2,1,2,0,1,0
merit;,1,0,0,0,0,0
merits,0,4,3,0,1,0
merkel,1,0,0,0,0,0
mess,0,0,1,0,0,0
message,3,2,8,0,0,0
messages,0,0,2,0,0,0
met,3,7,4,0,1,0
method,2,3,4,0,2,0
methodology,1,0,1,0,0,0
methods,2,1,2,2,1,0
metre,0,1,0,0,0,0
metres,1,0,2,0,0,1
metten,0,1,1,0,0,0
mexican,1,0,2,0,0,0
mexico,1,0,1,0,0,0
michel,1,0,0,0,0,0
micro-businesses,0,0,1,0,0,0
micro-credit,0,0,1,0,0,0
micro-management,0,0,1,0,0,0
microbes,0,0,1,0,0,0
microphone,1,0,1,0,0,0
mid-term,0,0,1,0,0,0
midday,0,0,1,0,0,0
middle,3,2,7,0,0,0
midnight,0,1,1,0,0,0
midst,0,0,3,1,0,0
miert,0,1,0,0,0,0
miet,0,0,1,0,0,0
might,12,16,15,1,6,0
migrants,1,1,3,0,0,0
migration,1,0,2,0,0,0
migrations,0,0,1,0,0,0
migratory,0,0,1,0,0,0
miguel's,0,0,1,0,0,0
miguélez,0,0,1,0,0,0
mild,0,0,2,0,0,0
mildly,1,0,0,0,0,0
milinkevich,0,0,1,0,0,0
militant,0,0,1,0,0,0
military,2,3,11,0,1,0
milk,1,0,2,0,0,0
millennium,1,0,1,1,0,0
million,7,4,8,0,1,1
million-dollar,0,0,1,0,0,0
millions,1,1,5,0,0,0
milosevic,0,0,3,0,0,0
milosovic's,1,0,0,0,0,0
mince,1,0,0,0,0,0
mind,6,12,13,1,8,0
minded,0,0,1,0,0,0
mindful,0,0,1,0,1,0
minds,2,0,3,1,0,0
mine,0,4,1,0,0,0
minerals,0,0,0,0,0,1
mines,0,1,0,0,0,0
minimal,1,0,0,0,0,0
minimis,0,0,1,0,0,0
minimise,0,1,0,0,0,0
minimised,1,0,0,0,0,0
minimising,0,0,1,0,0,0
minimum,3,4,8,2,0,0
mining,0,1,1,0,0,0
miniscule,0,0,1,0,0,0
miniskirt,0,1,0,0,0,0
minister,1,4,6,1,2,0
ministerial,0,0,1,0,0,0
ministers,5,3,11,1,0,0
ministries,0,1,0,0,0,0
ministry,0,0,1,0,0,0
minor,0,5,6,0,1,0
minorities,1,1,4,1,0,0
minority,3,2,4,0,1,0
minors,0,0,1,0,0,0
minsk,0,0,3,0,0,0
minute,2,0,6,0,0,0
minuted,0,1,0,0,0,0
minutes,4,3,7,0,0,0
miracle,0,1,0,0,0,0
miracles,1,0,1,0,0,0
mire,1,0,0,0,0,0
misappropriation,0,0,1,0,0,0
misbehaving,1,0,0,0,0,0
misguided,0,1,0,0,0,0
misinformed,0,0,1,0,0,0
misinterpreted,0,0,1,0,0,0
misleading,0,2,0,0,0,0
misleads,0,1,0,0,0,0
misled,0,0,1,0,0,0
mismanagement,0,0,1,0,0,0
misrepresented,0,1,0,0,0,0
miss,0,3,0,0,1,0
missed,2,0,0,0,0,0
misses,0,1,0,0,0,0
missing,2,8,4,0,3,0
mission,1,0,3,1,1,0
missionary,0,0,1,0,0,0
missions,1,0,0,0,0,0
misspent,0,0,1,0,0,0
mistake,1,5,3,0,0,0
mistaken,1,2,1,0,0,0
mistakes,2,1,5,1,0,0
mistrust,0,0,1,0,0,0
misunderstanding,0,0,1,0,0,0
misuse,0,0,1,0,0,0
misused,1,0,0,0,0,0
mitchell,0,0,1,0,0,0
mitigates,0,1,0,0,0,0
mix,0,1,1,0,0,0
mixed,0,0,1,0,1,1
mixing,1,0,0,1,0,0
mladic,1,0,0,0,0,0
mme,1,0,0,0,0,0
mobile,1,1,3,0,0,0
mobilised,0,0,1,0,0,0
mobility,0,1,2,1,0,0
mobutu,1,0,0,0,0,0
modalities,0,0,1,0,0,0
model,3,4,10,1,2,0
models,0,0,2,0,0,0
moderate,0,0,3,0,0,0
moderation,0,0,1,0,0,0
modern,1,2,2,0,0,0
modernisation,0,1,4,0,0,0
modernised,0,0,2,0,0,0
modernising,1,0,0,0,0,0
modernization,0,1,0,0,0,0
modernized,1,0,0,0,0,0
modernizing,0,0,1,0,0,0
modes,1,1,0,0,0,0
modest,0,3,4,0,1,0
modification,0,0,1,0,0,0
modifications,0,0,1,0,0,0
modified,1,0,3,0,1,0
modulated,0,1,1,0,0,0
mohamed,0,0,1,0,0,0
molar,1,0,0,0,0,0
molasses,0,0,1,0,0,0
molehill,0,0,2,0,0,0
molitor,0,1,0,0,0,0
moment,11,28,33,0,4,0
momentous,0,1,0,0,0,0
moments,0,0,1,0,0,0
momentum,0,0,3,1,0,0
monday,0,2,0,0,0,0
monetarist,1,0,0,0,0,0
monetary,6,1,11,0,0,0
money,15,5,26,0,3,0
monies,0,1,0,0,0,0
monitor,0,2,2,0,0,0
monitored,0,0,1,0,0,0
monitoring,1,4,7,0,2,0
monopolies,0,0,2,0,0,1
monopoly,0,0,3,0,0,1
monotonous,0,0,1,0,0,0
montego,1,0,0,0,0,0
monterrey,0,1,0,0,0,0
montesquieu,0,0,1,0,0,0
month,3,0,2,0,0,0
monthly,0,0,1,0,0,0
months,5,7,15,0,0,0
months',0,0,1,0,0,0
monti,0,1,2,0,0,0
mood,1,0,0,0,0,0
moon,1,0,0,0,0,0
moral,0,1,1,2,0,0
moralist,0,0,1,0,0,0
morally,0,0,1,0,0,0
morals,0,0,0,0,1,0
moratorium,1,1,1,1,1,0
more,81,94,242,12,26,1
moreover,6,3,14,58,10,0
morning,2,3,4,0,1,0
moroccan,0,1,1,0,0,0
morocco,1,1,0,0,0,0
mortal,0,1,0,0,0,0
mortality,0,0,1,0,0,0
moscovici,0,1,0,0,0,0
moscow,0,0,1,0,0,0
moselle,0,0,1,0,0,0
most,20,30,91,1,9,0
mostar,0,0,1,0,0,1
mostly,1,3,2,0,0,0
mote,0,0,1,0,0,0
motherhood,0,0,1,0,0,0
mothers,0,1,1,0,0,0
motion,0,6,5,0,3,0
motions,0,0,1,0,0,0
motivate,0,0,1,0,0,0
motivated,0,1,2,0,0,0
motivating,1,0,0,0,0,0
motivation,0,0,1,0,0,0
motives,0,0,0,0,1,0
motor,0,0,1,0,0,0
motorists,0,1,0,0,0,0
motorways,0,0,1,0,0,0
motto,0,0,1,0,0,0
mountainous,0,0,0,1,0,0
mountains,0,0,1,0,0,0
moura,0,1,0,0,0,0
mouth,1,0,0,0,0,0
move,4,8,13,1,1,0
moved,2,1,3,0,0,0
movement,3,6,11,1,1,0
movements,0,1,3,1,0,0
moves,2,0,3,0,0,0
moving,1,2,11,0,0,0
mozambique,0,1,0,0,0,0
mr,54,46,149,7,18,2
mrs,17,17,38,0,4,0
much,30,39,74,0,13,1
much-needed,0,1,0,0,0,0
muddled,0,1,0,0,0,0
mugabe,0,0,1,0,0,0
multi-annual,1,0,0,0,0,0
multi-ethnic,0,0,0,1,0,0
multi-faceted,0,1,0,0,0,0
multi-purpose,0,0,0,1,0,0
multi-speed,0,1,0,0,0,0
multiannual,0,1,0,0,0,0
multifunctional,0,0,0,1,0,0
multilateral,1,0,1,0,1,0
multilingual,1,0,0,0,0,0
multinational,2,0,0,0,0,0
multiple,0,1,0,0,0,0
municipal,1,0,1,0,0,0
munitions,0,1,0,0,0,0
muove,1,0,0,0,0,0
murder,1,0,1,0,0,0
murderers,0,0,1,0,0,0
muscardini,0,0,0,0,2,0
museum,0,1,2,0,0,0
musharraf,0,0,1,0,0,0
music,0,0,1,0,0,0
muslim,0,1,0,1,0,0
muslims,0,0,1,0,0,0
must,114,734,543,7,157,3
mute,0,0,1,0,0,0
muted,1,0,0,0,0,0
mutilation,0,0,2,0,0,0
mutual,1,4,2,0,0,0
mutually,1,0,1,0,0,0
my,42,57,138,2,24,5
myanmar,0,1,0,0,0,0
myller,1,0,0,0,0,0
myself,4,5,16,0,2,0
mysterious,0,0,1,0,0,0
mystifying,0,0,1,0,0,0
myth,1,0,0,0,0,0
n,0,0,1,0,0,0
nagging,0,1,0,0,0,0
nagorno-karabakh,0,0,1,0,0,0
nagoya,0,0,1,0,0,0
nail,0,0,1,0,0,0
naive,0,0,1,0,0,0
naivety,0,1,0,0,0,0
naked,0,1,0,0,0,0
name,6,1,5,1,0,0
named,0,0,1,0,0,0
namely,4,4,8,1,2,0
names,1,0,1,0,0,0
naming,1,0,0,0,0,0
nanny-state,1,0,0,0,0,0
nanotechnology,0,0,0,0,1,0
narratives,1,0,0,0,0,0
narrow,1,0,1,0,0,0
narrow-mindedness,0,0,1,0,0,0
narrowest,1,0,0,0,0,0
nassauer,1,0,0,0,0,0
nation,3,0,1,0,0,1
nation-state,1,0,0,0,0,0
national,22,19,45,3,2,0
nationalism,0,1,0,0,0,0
nationalist,1,0,0,0,0,0
nationally,0,0,0,1,0,0
nationals,0,0,1,0,0,0
nations,4,1,9,0,0,0
nato,2,0,8,0,0,0
nato',0,0,1,0,0,0
natura,2,1,1,0,0,0
natural,7,1,8,1,2,0
naturally,3,1,21,0,4,1
naturalness,0,0,0,1,0,0
nature,7,6,21,0,2,0
nature;,0,1,0,0,0,0
natures,0,0,1,0,0,0
navigation,0,0,1,0,0,0
navigational,0,0,1,0,0,0
nazi,0,0,1,0,0,0
nazism,0,1,0,0,0,0
naïve,1,0,1,0,0,0
near,2,2,2,0,0,0
nearly,0,0,3,0,0,0
neat,0,1,0,0,0,0
necessarily,2,5,8,0,0,0
necessary,8,29,64,2,6,0
necessary;,0,1,0,0,0,0
necessitate,1,0,0,0,0,0
necessitates,0,2,0,0,0,0
necessity,0,1,0,1,0,0
necks,0,0,1,0,0,0
nectar,0,0,1,0,0,0
need,52,163,190,6,32,3
needed,8,14,30,1,2,0
needless,0,0,0,0,1,0
needs,12,54,42,1,9,0
negated,0,1,0,0,0,0
negative,1,1,8,0,1,0
negatively,0,1,0,0,0,0
negatives,0,1,0,0,0,0
neglect,0,1,2,0,2,0
neglected,0,1,0,0,0,0
neglects,0,1,0,0,0,0
negligent,0,0,1,0,0,0
negotiate,1,3,2,0,0,0
negotiated,0,0,2,0,0,0
negotiating,0,1,6,0,0,0
negotiation,0,0,1,0,1,0
negotiations,7,9,37,2,0,0
negotiations’,0,1,0,0,0,0
negotiator,0,0,1,0,0,0
negotiators,0,1,0,0,0,0
neighbour,1,0,0,1,1,0
neighbourhood,0,1,4,0,1,0
neighbouring,0,1,2,0,0,0
neighbours,1,1,8,0,0,0
neither,6,10,16,1,2,0
neo-colonial,0,0,1,0,0,0
neo-liberal,1,0,0,0,0,0
neo-nazis,0,0,1,0,0,0
neo-protectionism,0,1,0,0,0,0
nepad,0,0,1,0,0,0
nepal,0,0,1,0,0,0
nepotism,0,0,1,0,0,0
nervousness,0,0,1,0,0,0
nest,0,0,1,0,0,0
net,1,1,3,0,1,0
netherlands,1,3,5,0,0,0
nets,1,1,0,0,0,0
network,0,0,2,0,0,1
networks,0,0,7,0,0,0
neutral,0,0,4,0,0,0
neutralising,1,0,0,0,0,0
neutrality,0,0,3,0,0,0
never,5,28,37,0,3,0
nevertheless,168,128,273,5,329,2
new,22,28,79,9,9,2
new-generation,1,0,0,0,0,0
newborn,0,0,1,0,0,0
newly,0,0,1,0,0,1
news,1,3,5,0,2,0
newspaper,0,0,1,0,0,0
newspapers,1,2,1,0,0,0
next,7,3,7,0,1,1
ngl,0,0,1,0,0,0
ngo,0,0,1,0,0,0
ngo's,0,0,1,0,0,0
ngos,2,1,2,0,1,0
nicaragua,0,0,1,0,1,0
nice,4,3,7,0,0,0
nickel,0,1,1,0,0,0
nicole,1,0,0,0,0,0
nicotine,0,0,1,0,0,0
nigeria,1,0,2,0,0,0
nigh,0,0,1,0,0,0
night,1,0,2,0,0,0
nightmare,0,0,1,0,0,0
nine,0,0,2,0,0,0
nisticò,0,0,0,0,0,1
nitrogen,0,1,0,0,0,0
nld,1,0,0,0,0,0
no,80,155,208,2,33,3
no-one,1,2,4,0,1,0
nobel,0,0,1,0,0,0
noble,0,1,2,0,0,0
nobody,6,2,8,0,2,0
nogueira,0,0,1,0,0,0
noise,1,1,5,0,1,0
nominal,0,0,1,0,1,0
nominating,0,1,0,0,0,0
nominations,0,0,1,0,0,0
non-acp,0,0,0,1,0,0
non-attached,0,1,1,0,0,0
non-attendance,0,0,1,0,0,0
non-binding,0,0,1,0,0,0
non-chinese,0,1,0,0,0,0
non-citizen,0,0,1,0,0,0
non-citizens,1,0,0,0,0,0
non-compliance,0,0,1,0,0,0
non-contentious,0,0,1,0,0,0
non-development,0,0,1,0,0,0
non-discrimination,0,0,0,0,1,0
non-european,0,1,0,0,0,0
non-expansive,0,0,1,0,0,0
non-governmental,0,1,0,0,0,0
non-judicial,0,0,1,0,0,0
non-member,0,1,0,0,0,0
non-muslim,0,0,1,0,0,0
non-oecd,0,1,0,0,0,0
non-reforestation,0,0,1,0,0,0
non-remuneration,0,1,0,0,0,0
non-sensical,0,0,1,0,0,0
non-swiss,0,0,1,0,0,0
none,8,6,18,0,1,0
nonetheless,75,61,102,2,70,2
nonsense,2,0,1,0,0,0
nonsensical,1,0,0,0,0,0
noordwijk,1,0,0,0,0,0
nor,6,3,23,7,3,0
nord,1,0,0,0,0,0
nordic,0,1,2,0,0,0
normal,3,1,7,0,1,0
normally,2,0,2,0,0,0
norms,0,0,2,0,0,0
north,0,4,8,0,0,0
northern,2,1,2,0,1,0
norway,0,0,0,1,0,1
nos,1,5,3,0,1,0
nostalgia,0,1,0,0,0,0
not,400,1444,1579,20,305,24
notable,0,1,0,0,0,0
notably,0,1,2,0,0,0
note,4,35,12,1,11,0
noted,3,4,7,0,1,0
notes,1,3,3,0,1,0
noteworthy,0,1,1,0,0,0
nothing,23,27,43,0,3,0
notice,3,5,1,0,0,0
noticed,0,2,0,0,0,0
notified,1,0,2,0,0,0
noting,1,1,0,0,0,0
notion,1,0,2,0,0,0
notionally,0,1,0,0,0,0
notorious,0,0,1,0,0,0
notoriously,0,1,0,0,0,0
notwithstanding,2,1,3,0,1,0
nourish,0,0,1,0,0,0
novel,1,1,0,0,0,0
november,1,3,4,0,0,0
now,88,88,220,3,35,2
now;,0,0,1,0,1,0
nowadays,2,0,0,0,0,0
nowhere,1,1,2,0,0,0
nsrac,1,0,0,0,0,0
nub,0,0,1,0,0,0
nuclear,11,1,19,1,0,1
nuisance,0,0,0,0,1,0
number,10,29,36,1,5,2
numbered,0,0,1,0,0,0
numbers,2,1,2,0,0,0
numerical,0,0,1,0,0,0
numerous,1,1,1,0,0,0
nutritional,0,0,2,0,0,0
nuts,0,1,0,0,0,0
o'clock,1,0,0,0,0,0
oau,0,0,1,0,0,0
obeyed,0,0,1,0,0,0
object,0,4,3,0,1,0
objected,0,1,0,0,0,0
objection,2,3,2,0,0,0
objectionable,0,0,1,0,0,0
objections,1,3,3,0,0,0
objective,9,9,22,1,3,0
objectively,0,0,1,0,0,0
objectives,5,6,13,0,2,0
objectives;,0,0,1,0,0,0
obligation,2,2,1,0,1,0
obligations,2,1,4,0,0,0
obligatory,0,0,1,0,0,0
oblige,0,1,0,0,0,0
oblige;,0,1,0,0,0,0
obliged,1,2,4,0,1,0
obliges,1,1,0,0,0,0
obliging,0,0,1,0,0,0
obliterating,1,0,0,0,0,0
obscure,0,0,1,0,0,0
observation,0,1,0,0,0,0
observations,1,3,2,0,0,0
observatory,0,0,1,0,0,0
observe,0,0,3,0,0,0
observed,0,1,1,0,0,0
observer,0,2,1,0,1,0
observers,1,1,0,0,0,0
observing,1,0,0,0,0,0
obsessed,0,1,0,0,0,0
obsession,1,0,0,0,0,0
obstacle,0,1,2,0,1,0
obstacles,2,3,2,0,0,0
obstruct,0,0,1,0,0,0
obstructionism;,0,0,1,0,0,0
obtain,2,2,2,0,0,0
obtained,0,2,4,0,1,0
obtaining,1,0,1,0,0,1
obvious,16,3,4,0,1,0
obvious;,1,0,0,0,0,0
obviously,9,6,25,1,1,0
occasion,2,1,6,0,0,0
occasionally,1,1,2,0,0,0
occasions,5,2,8,0,0,0
occupation,1,0,2,0,0,0
occupational,0,0,3,0,0,0
occupied,0,1,0,0,0,0
occupying,1,1,0,0,0,0
occur,2,2,1,1,0,0
occurred,2,3,1,0,1,0
occurrence,2,0,0,0,0,0
occurring,0,0,1,0,0,0
occurs,0,2,1,0,0,0
ocean,0,0,1,0,0,0
october,2,1,6,0,0,0
oda,0,0,1,0,0,0
odd,1,1,2,0,0,0
oddly,0,0,1,0,0,0
odds,0,1,0,0,0,0
oecd,1,0,2,0,0,0
of,685,749,2125,109,221,27
off,1,3,5,2,2,0
offcuts,0,1,0,0,0,0
offence,1,0,1,0,0,0
offences,1,2,2,0,0,0
offenders,0,0,3,0,0,0
offends,0,1,0,0,0,0
offensive,1,0,2,0,0,0
offer,5,3,13,1,1,1
offered,0,1,3,0,1,0
offering,1,4,0,0,0,0
offers,2,6,6,0,2,0
office,3,2,8,0,2,0
officer,0,0,0,0,1,0
officers,1,0,1,0,0,0
official,2,0,3,0,0,0
officially,1,2,1,0,0,0
officials,2,0,9,0,1,0
officio,0,0,1,0,0,0
offset,0,1,0,0,0,0
often,6,23,28,0,6,0
oh,1,0,1,0,1,0
oil,1,2,8,1,0,0
old,4,2,6,1,0,0
older,0,1,2,0,0,0
olive,1,1,2,0,0,0
olsson,0,0,1,0,0,0
olympic,0,0,1,0,0,0
olympics,0,0,2,0,0,0
ombudsman,1,2,3,0,0,0
ombudsmen,0,0,1,0,0,0
omission,1,1,1,0,0,0
omits,0,0,1,0,0,0
omitted,1,1,1,0,1,0
omnipresent,1,0,0,0,0,0
on,194,250,616,1605,106,172
on-line,0,0,1,0,0,0
once,16,17,30,2,3,0
once-simple,0,0,1,0,0,0
one,92,133,263,76,49,0
one',0,0,1,0,0,0
one's,0,0,1,1,0,0
one-hour,0,1,0,0,0,0
one-minute,0,0,1,0,0,0
one-off,0,1,0,0,0,0
one-sided,0,0,1,0,0,0
one;,0,1,2,0,0,0
onerous,1,0,0,0,0,0
ones,10,1,15,2,1,0
oneself,0,1,0,0,0,0
one’s,0,1,0,0,0,0
ongoing,0,2,2,0,0,0
only,69,137,242,4,46,3
onto,0,0,2,0,0,0
oomen-ruijten,0,1,0,0,0,0
oostlander,0,0,1,0,0,0
open,3,5,24,1,1,0
open-minded,0,1,0,0,0,0
opened,3,0,1,0,1,0
opening,0,3,3,0,0,0
openly,0,2,3,0,1,0
openness,0,1,2,1,0,0
opens,0,2,2,0,1,0
operate,1,2,0,0,1,0
operates,0,0,1,0,0,0
operating,0,1,1,0,1,0
operation,3,2,6,0,0,0
operational,1,0,2,0,0,0
operations,2,3,4,0,1,0
operative,0,0,1,0,0,0
operator,0,1,1,0,0,0
operator's,0,0,0,1,0,0
operators,4,2,4,0,0,0
opinion,14,24,34,0,1,0
opinions,1,2,5,1,0,0
opium,0,0,1,0,0,0
opponent,0,0,1,0,0,0
opponents,0,1,1,0,0,0
opportunist,0,1,0,0,0,0
opportunities,8,3,19,0,1,0
opportunities;,1,0,1,0,0,0
opportunity,3,5,17,0,3,1
oppose,0,12,7,0,0,0
opposed,2,14,9,0,5,0
opposes,0,1,0,0,0,0
opposing,0,0,0,0,1,0
opposite,2,7,6,0,0,0
opposition,2,2,12,0,0,1
oppressed,2,0,1,0,0,0
oppression,0,1,2,0,0,0
opt,1,0,0,0,2,0
opt-in,1,0,0,0,0,0
opt-out,0,0,2,0,0,0
opted,0,2,1,0,1,0
optical,0,0,0,0,1,0
optimal,0,0,1,0,0,0
optimising,0,1,0,0,0,0
optimism,1,0,3,0,0,0
optimistic,1,3,6,0,1,0
optimists,0,1,0,0,0,0
optimum,0,0,0,0,1,0
opting,0,2,0,0,1,0
option,1,7,3,0,0,0
optional,0,2,1,0,2,0
options,3,0,2,0,1,0
or,39,24,131,6,10,5
oral,0,3,3,0,2,0
orange,1,0,0,0,0,0
orchestra,0,0,1,0,0,0
orchestra;,0,0,1,0,0,0
orden,0,0,1,0,0,0
order,13,31,50,5,3,2
ordered,0,0,1,0,0,0
orderly,0,0,0,0,0,1
ordinary,1,1,1,0,0,0
organ,0,1,2,0,0,0
organic,0,0,2,0,0,0
organisation,4,3,4,0,2,0
organisational,0,0,1,0,0,0
organisations,0,3,3,2,0,0
organise,1,0,1,0,0,0
organised,1,1,6,1,0,0
organises,0,0,1,0,0,0
organising,0,0,1,0,0,0
organism,1,0,0,0,0,0
organisms,1,0,1,0,0,0
organization,0,2,2,0,0,0
organization;,0,0,0,1,0,0
organizations,1,1,3,0,0,0
organize,0,0,1,0,0,0
organized,0,0,1,0,0,0
organs,0,1,0,0,0,0
orient,0,0,1,0,0,0
orientation,0,1,1,0,0,0
orientations,0,1,0,0,1,0
oriented,0,0,0,1,0,0
origin,5,1,7,0,0,0
original,5,1,5,0,0,0
originality,0,1,0,0,0,0
originally,2,1,2,0,0,0
origins,0,1,1,0,0,0
ortega,0,0,1,0,0,0
orthodox,0,0,1,0,0,0
osce,0,0,1,0,0,0
oslo,0,0,1,0,0,0
ossetia,0,0,3,0,0,0
ostensibly,0,0,1,0,0,0
other,49,103,198,79,32,59
others,7,8,43,0,1,6
others',0,0,1,0,0,0
others;,0,0,1,0,0,0
otherwise,2,3,8,10,0,0
ought,8,6,5,0,1,0
our,82,82,259,10,27,4
ours,1,0,3,0,0,0
ourselves,10,6,11,0,1,0
out,37,46,99,4,8,0
out',0,0,0,1,0,0
out-and-out,0,0,1,0,0,0
outbreak,0,0,1,0,0,0
outcome,2,5,11,0,1,0
outcomes,1,0,1,0,0,0
outdated,0,0,2,0,0,0
outer,0,0,2,0,0,0
outermost,1,1,1,0,0,0
outlay,0,0,1,0,0,0
outlets,1,0,0,0,0,0
outlined,0,2,1,0,0,0
outlines,1,0,1,0,1,0
output,1,0,1,0,0,0
outrage,0,0,1,0,0,0
outrageous,1,1,2,0,0,0
outright,0,0,2,0,0,0
outset,1,1,2,0,0,0
outside,4,1,13,0,2,0
outspoken,0,0,1,0,0,0
outstanding,1,2,0,1,0,0
outwardly,0,0,1,0,0,0
outweighs,1,1,0,0,0,0
over,16,15,39,2,7,0
over-ambitious,0,1,0,0,0,0
over-centralisation,0,0,0,1,0,0
over-concerned,0,0,1,0,0,0
over-production,0,1,0,0,0,0
over-stretching,0,0,0,0,1,0
overall,5,3,18,1,5,0
overarching,0,0,1,0,0,0
overcome,4,3,1,0,1,0
overcrowding,0,0,1,0,0,0
overdue,0,0,2,0,0,0
overestimate,0,0,1,0,0,0
overfish,0,1,0,0,0,0
overfishing,0,0,1,0,0,0
overhauling,0,0,1,0,0,0
overlapping,0,1,0,0,0,0
overloaded,0,0,0,0,1,0
overlook,2,0,2,0,1,0
overlooked,1,2,3,1,0,0
overlooking,0,0,1,0,1,0
overlooks,0,1,0,0,0,0
overly,0,2,0,0,0,0
overnight,1,0,4,0,1,0
overriding,0,2,1,0,0,0
overruns;,0,0,1,0,0,0
overseas,0,1,0,1,0,0
oversell,0,1,0,0,0,0
overshadowed,1,1,1,0,0,0
oversight,2,0,0,0,0,0
overstamp,1,0,0,0,0,0
overstate,1,0,0,0,0,0
overstretched,0,1,0,0,0,0
overstretching,0,0,1,0,0,0
overtaken,0,2,0,0,1,0
overtaxed,1,0,0,0,0,0
overthrown,0,0,1,0,0,0
overturns,1,0,0,0,0,0
overview,0,0,0,1,0,0
overwhelming,1,0,1,0,0,0
overwhelmingly,1,0,0,0,0,0
owe,1,0,1,0,0,0
owes,0,0,0,0,0,1
owing,0,1,1,0,1,0
own,22,13,57,1,2,0
own-initiative,1,2,0,0,1,0
owned,0,0,1,0,0,0
owners,0,2,1,0,0,0
ownership,1,0,0,0,0,0
ozone,0,0,1,0,0,0
p,0,0,3,0,0,0
pace,2,2,2,0,0,0
pacific,0,0,1,0,0,0
pacifist,0,1,0,0,0,0
package,2,4,9,1,2,0
packages,0,0,1,0,0,0
packaging,3,1,1,0,0,0
packed,0,1,0,0,0,0
packets,0,0,2,0,0,0
pact,1,4,15,4,0,0
pacts,1,0,0,0,0,0
paedophile,1,1,0,0,0,0
